FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value
S12000042,Dundee City,Council Area,2016,Count,Expenditure,6392
S12000042,Dundee City,Council Area,2011,Count,Expenditure,7805
S12000042,Dundee City,Council Area,2010,Count,Expenditure,9628
S12000042,Dundee City,Council Area,2012,Count,Expenditure,9793
S12000042,Dundee City,Council Area,2018,Count,Expenditure,5138
S12000042,Dundee City,Council Area,2009,Count,Expenditure,8217
S12000042,Dundee City,Council Area,2008,Count,Expenditure,3751
S12000042,Dundee City,Council Area,2017,Count,Expenditure,6803
S12000042,Dundee City,Council Area,2019,Count,Expenditure,5072
S12000042,Dundee City,Council Area,2015,Count,Expenditure,9081
S12000045,East Dunbartonshire,Council Area,2017,Count,Expenditure,7784
S12000045,East Dunbartonshire,Council Area,2020,Count,Expenditure,2422
S12000045,East Dunbartonshire,Council Area,2010,Count,Expenditure,9192
S12000045,East Dunbartonshire,Council Area,2008,Count,Expenditure,7363
S12000045,East Dunbartonshire,Council Area,2019,Count,Expenditure,7198
S12000045,East Dunbartonshire,Council Area,2009,Count,Expenditure,7535
S12000045,East Dunbartonshire,Council Area,2018,Count,Expenditure,7143
S12000045,East Dunbartonshire,Council Area,2006,Count,Expenditure,8860
S12000045,East Dunbartonshire,Council Area,2007,Count,Expenditure,7577
S12000045,East Dunbartonshire,Council Area,2005,Count,Expenditure,12483
S12000045,East Dunbartonshire,Council Area,2012,Count,Expenditure,8360
S12000045,East Dunbartonshire,Council Area,2015,Count,Expenditure,8249
S12000045,East Dunbartonshire,Council Area,2016,Count,Expenditure,7194
S12000045,East Dunbartonshire,Council Area,2014,Count,Expenditure,8179
S12000045,East Dunbartonshire,Council Area,2021,Count,Expenditure,4217
S12000045,East Dunbartonshire,Council Area,2011,Count,Expenditure,8747
S12000047,Fife,Council Area,2021,Count,Expenditure,14171
S12000047,Fife,Council Area,2018,Count,Expenditure,28372
S12000047,Fife,Council Area,2009,Count,Expenditure,38572
S12000047,Fife,Council Area,2015,Count,Expenditure,33847
S12000047,Fife,Council Area,2014,Count,Expenditure,35030
S12000047,Fife,Council Area,2020,Count,Expenditure,12267
S12000047,Fife,Council Area,2011,Count,Expenditure,35951
S12000047,Fife,Council Area,2017,Count,Expenditure,31148
S12000047,Fife,Council Area,2010,Count,Expenditure,41504
S12000047,Fife,Council Area,2012,Count,Expenditure,36903
S12000047,Fife,Council Area,2016,Count,Expenditure,29397
S12000047,Fife,Council Area,2005,Count,Expenditure,35074
S12000047,Fife,Council Area,2006,Count,Expenditure,29828
S12000047,Fife,Council Area,2019,Count,Expenditure,28747
S12000047,Fife,Council Area,2008,Count,Expenditure,34710
S12000047,Fife,Council Area,2007,Count,Expenditure,30777
S12000048,Perth and Kinross,Council Area,2014,Count,Expenditure,12636
S12000048,Perth and Kinross,Council Area,2020,Count,Expenditure,11900
S12000048,Perth and Kinross,Council Area,2005,Count,Expenditure,14450
S12000048,Perth and Kinross,Council Area,2011,Count,Expenditure,13032
S12000048,Perth and Kinross,Council Area,2012,Count,Expenditure,14447
S12000048,Perth and Kinross,Council Area,2010,Count,Expenditure,15783
S12000048,Perth and Kinross,Council Area,2017,Count,Expenditure,13284
S12000048,Perth and Kinross,Council Area,2016,Count,Expenditure,12429
S12000048,Perth and Kinross,Council Area,2018,Count,Expenditure,11415
S12000048,Perth and Kinross,Council Area,2009,Count,Expenditure,15028
S12000048,Perth and Kinross,Council Area,2007,Count,Expenditure,15535
S12000048,Perth and Kinross,Council Area,2008,Count,Expenditure,14600
S12000048,Perth and Kinross,Council Area,2006,Count,Expenditure,13767
S12000048,Perth and Kinross,Council Area,2015,Count,Expenditure,13561
S12000048,Perth and Kinross,Council Area,2021,Count,Expenditure,29832
S12000048,Perth and Kinross,Council Area,2019,Count,Expenditure,12819
S12000049,Glasgow City,Council Area,2014,Count,Expenditure,25234
S12000049,Glasgow City,Council Area,2011,Count,Expenditure,30041
S12000049,Glasgow City,Council Area,2012,Count,Expenditure,27916
S12000049,Glasgow City,Council Area,2021,Count,Expenditure,26472
S12000049,Glasgow City,Council Area,2007,Count,Expenditure,42328
S12000049,Glasgow City,Council Area,2006,Count,Expenditure,38432
S12000049,Glasgow City,Council Area,2009,Count,Expenditure,35725
S12000049,Glasgow City,Council Area,2010,Count,Expenditure,33396
S12000049,Glasgow City,Council Area,2008,Count,Expenditure,38287
S12000049,Glasgow City,Council Area,2017,Count,Expenditure,24918
S12000049,Glasgow City,Council Area,2018,Count,Expenditure,21704
S12000049,Glasgow City,Council Area,2016,Count,Expenditure,22502
S12000049,Glasgow City,Council Area,2019,Count,Expenditure,23297
S12000049,Glasgow City,Council Area,2005,Count,Expenditure,52574
S12000049,Glasgow City,Council Area,2020,Count,Expenditure,24496
S12000049,Glasgow City,Council Area,2015,Count,Expenditure,23405
S12000050,North Lanarkshire,Council Area,2021,Count,Expenditure,27016
S12000050,North Lanarkshire,Council Area,2007,Count,Expenditure,28178
S12000050,North Lanarkshire,Council Area,2008,Count,Expenditure,32381
S12000050,North Lanarkshire,Council Area,2014,Count,Expenditure,25591
S12000050,North Lanarkshire,Council Area,2015,Count,Expenditure,24501
S12000050,North Lanarkshire,Council Area,2005,Count,Expenditure,30095
S12000050,North Lanarkshire,Council Area,2020,Count,Expenditure,15206
S12000050,North Lanarkshire,Council Area,2006,Count,Expenditure,23526
S12000050,North Lanarkshire,Council Area,2011,Count,Expenditure,26318
S12000050,North Lanarkshire,Council Area,2018,Count,Expenditure,25130
S12000050,North Lanarkshire,Council Area,2017,Count,Expenditure,26121
S12000050,North Lanarkshire,Council Area,2012,Count,Expenditure,26727
S12000050,North Lanarkshire,Council Area,2009,Count,Expenditure,34280
S12000050,North Lanarkshire,Council Area,2019,Count,Expenditure,23777
S12000050,North Lanarkshire,Council Area,2010,Count,Expenditure,34972
S12000050,North Lanarkshire,Council Area,2016,Count,Expenditure,24439
